token,project,flaky
"10,11 conf mockfs://mock/tmp/something.zip#something localResources URI when getRawFileSystem setupDistributedCache true,true resolvePath fs.mockfs.impl file mockUri DistributedCache FileSystem get mockfs://mock/ create set thenReturn setClass filePath deprecation MRApps mockfs://mock/tmp/something.txt#something file2 file2Path MRJobConfig mockFs testSetupDistributedCacheConflictsFiles addCacheFile ",hadoop,1
FILE_SIZE cluster filepath1 recoverLeaseUsingCreate /immediateRecoverLease-sameclient  namenode triggers lease recovery on next attempt to write-for-open. BLOCK_SIZE  create another file using the same client /immediateRecoverLease-longlease REPLICATION_NUM createFile  recover the first file filepath  write bytes into the file.  test recoverLese from a different client create setLeasePeriod buffer testImmediateRecoveryOfLease write close actual /immediateRecoverLease-shortlease nextInt  test recoverlease from the same client  continue to write to the second file stm AppendTestUtil dfs verifyFile size LONG_LEASE_PERIOD  close the file immediately recoverLease BUF_SIZE toString SHORT_LEASE_PERIOD ,hadoop,1
bundleJobGetCmd addRecordToBundleJobTable getId assertEquals getStatus execute call Services assertNotNull get testBundlePauseUnpause1 Job job jpaService ,oozie,1
jobConf bundleJobGetCmd log submitCmd getId getStatus appPath Configuration parse error. read from DB : getJob testBundleSuspend3 assertNotNull get getAuthToken Job set getConf addRecordToBundleJobTable assertEquals execute bundle.xml call Services warn OozieClient toString ErrorCode job jpaService ioe ,oozie,1
"getName oozie.service.ProxyUserService.proxyuser.foo.groups foo conf asList bar Assert StringUtils assertNotNull testUnknownHost get join validate localhost init set oozie.service.ProxyUserService.proxyuser.foo.hosts getConf destroy * services , Services fail ex proxyUser toString unknownhost.bar.foo Arrays ",oozie,1
testBooleanParamParser getParsedType parseParameter asdfasdf false TRUE is + Matchers assertThat nullValue - param1 123123 true FALSE Boolean booleanParamParser validation ,ninja,0
add assertGrabAnnotation fullyCustomized my-type assertEquals annotationNode getAnnotations my-classifier org.springframework.boot grabAnnotations 1.2.3 size get spring-boot-starter-logging ,spring-boot,1
injectEdge nullResult EnvironmentEdgeManager assertFalse newEdge assertEquals  injecting null will result in default being assigned. getDelegate edge2 edge assertTrue assertNotNull reset testManageSingleton ,hadoop,1
wfGetCmd getId WorkflowInstance  first update; testWorkflowJobDelete execute setStatus JPAExecutorException should be thrown because job has been deleted. Services fail wfBean addRecordToWfJobTable assertNotNull get wfDeleteCmd1 WorkflowJob job jpaService ,oozie,1
contains goTo $ assertTrue /notauthenticate pageSource #login only visible with valid authenticationToken Login click testAuthenticityFails ,ninja,0
setClassesToBeExcluded getCurrentDateafterIncrementingInMonths getId run DateUtils getStatus addRecordToCoordActionTable parseDateOozieTZ coordGetCmd coordJob sleep assertNotNull get CoordinatorAction end currentDatePlusMonth init getConf testCoordStatusTransitServiceNoDoneWithErrorForBackwardSupport start destroy assertEquals services XDataTestCase setAppNamespace execute addRecordToCoordJobTable Services CoordinatorJob runnable coord-action-get.xml excludedServices SchemaService setSystemProperty true StatusTransitService jpaService ,oozie,1
myFile fileName getName  Create a file with a new name listStatus conf run emptierThread FileSystem  should've been deleted and Current might not have been recreated yet getPath interrupt join emptier mkdir TEST_DIR val add init FS_TRASH_INTERVAL_KEY -rm  Delete the file to trash trashDir trash test/mkdirs/myFile FS_TRASH_CHECKPOINT_INTERVAL_KEY size  12 seconds shell  First create a new directory with mkdirs  Start Emptier in background fs.default.name files  Scan files in .Trash and add them to set of checkpoints getUri myPath testTrashEmptier  6 seconds getLocalizedMessage fs System sleep file assertTrue getCurrentTrashDir  If checkpoints has 4 objects it is Current + 3 checkpoint directories writeFile getParent set fileIndex e setClass start checkpoints setConf Thread args 0.1 0.2 Exception raised from Trash.run  getLocal getEmptier test/mkdirs toString fs.file.impl ,hadoop,1
generateCertificate truststoreLocation BASEDIR assertFalse cert waitForFailedReloadAtLeastOnce sleep  Wait so that the file modification time is different password stopCapturing jks SHA1withRSA testReloadCorruptTrustStore write close getOutput RSA init os kp createTrustStore getReloadInterval ReloadingX509TrustManager reloaderLog destroy assertEquals cert2 generateKeyPair cert1 Thread CN=Cert2 contains CN=Cert1 /testcorrupt.jks tm getAcceptedIssuers ,hadoop,0
play server request ABCABCABC client connection readAscii getContentEncoding addHeader Accept-Encoding: gzip getHeaders takeRequest gzip assertEquals setBody getContentLength getInputStream assertContains Content-Encoding: gzip / Integer enqueue getUrl assertNull gzipEncodingEnabledByDefault open ,okhttp,1
END_POINTS IS_SECURITY_ENABLED getContextURL testAdminQueueDump oozieUrl HeaderTestingVersionServlet clear admin run assertEquals args call -oozie -queuedump SERVLET_CLASSES runTest ,oozie,1
"dateFormat getTimeZone bodyParserEngineJson equalTo CoreMatchers invoke String compareTo jsonObjMapper when getBytes testValidJsonBody cal assertTrue context setTimeZone close setTime jsonDocument thenReturn Calendar format testForm is parse assertThat getInputStream TimeZone Mockito {""firstName"":""%s"", ""lastName"":""%s"", ""birthYear"":%d, ""lastSeen"":""%s""} BodyParserEngineJsonTest getInstance ",ninja,0
add a ( h ) Token assertEquals tokenize (x witness x) testEscapedParanteheses %a(x\) tl %a\(x) (%h\) \(%h\) ,logback,0
line One assertFalse inChannel outStream Assert flush inbuf assertTrue writeLine Four clear assertEquals fill readLine Two Three US-ASCII outbuf One Two Three Four  toByteArray testWriteLineChunks toString One Two Three newChannel  Four outChannel ,httpcore,0
assertFalse getCurrentDateafterIncrementingInMonths getId run DateUtils getExternalId WorkflowInstance getStatus isPending addRecordToCoordActionTable parseDateOozieTZ coordJob sleep addRecordToWfJobTable assertNotNull get CoordinatorAction end currentDatePlusMonth WorkflowJob Job waitFor coordAction1_1 coordAction1_2 coordJobId start assertEquals XDataTestCase execute addRecordToCoordJobTable call Services CoordinatorJob coordJobGetCmd runnable coord-action-get.xml coordJob1 equals testCoordStatusTransitServiceSuspendAndResume job jpaService evaluate ,oozie,1
addToken thenReturn service2  add token unchecked  from Mockito mocks service1 getCredentials createRemoteUser assertSame when getService someone ugi  add token with another name getToken mock t1 t2 UserGroupInformation testAddNamedToken ,hadoop,0
"conf testExceptionOnBackgroundRefreshHandled asList waitForGroupCounters advance timer cacheGroupsAdd  Pause the getGroups operation and this will delay the cache refresh  add another group me getGroups grp3  Resume the getGroups operation and the cache can get refreshed resume  a onFailure callback gets called and the counter for failure is 1  exception, we now expect the counter for success is 1. getRequestCount CommonConfigurationKeys clearBlackList groups refresh FakeGroupMapping assertEquals  Then expire that entry assertThat  a request to getGroups yet.  second call pause setLong myGroups size  We make an initial request to populate the cache setThrowException startingRequestCount Arrays isEqualTo setBoolean ",hadoop,0
"cluster sleepAtLeastIgnoreInterrupts getModificationTime conf fs /test out  Open a file, and get its initial modification time. assertTrue  10 milliseconds modTimeAfterClose getFileStatus create close restartNameNode  Restart the NN, and make sure that the later mod time is still used. initialModTime assertEquals getFileSystem  Wait and then close the file. Ensure that the mod time goes up. modTimeAfterRestart testPath build sleepTime ThreadUtil shutdown testModTimePersistsAfterRestart ",hadoop,1
setQueueSize addAppender stop noEventLoss doAppend start verify loopLen delayingListAppender bufferSize asyncAppenderBase ,logback,0
" CoordELFunctions eAction /dt=20120430;country=usa CoordinatorAction property action coord-job-for-action-input-check.xml testResolveCoordConfiguration addRecordToCoordActionTableForWaiting newHCatDependency coord-action-for-action-push-check.xml elementList workflow populateTable getChild parseXml / hcat://dummyhcat:1000/db1/table1/ds=/2009-29 CoordinatorJob getChildren /dt=20120412;country=brazil getNamespace actionId job server addRecordToCoordJobTableForWaiting checkCoordAction configuration caBean getId hcat://dummyhcat:1000/db1/table1/ds=/2009-29,hcat://dummyhcat:1000/db1/table1/ds=/2009-29, default get Z tablename value table newHCatDependency2 XmlUtils newHCatDependency1 hcat:// assertEquals e1 e2 call getValue getActionXml configElem db ",oozie,1
testKerberosDelegationTokenAuthenticator testKerberosDelegationTokenAuthenticatorWithDoAs ,hadoop,0
guiceArgumentExtractorWithOptional Optional of context create verify invoke customArgumentExtractorWithOptionalAndGuiceShouldBeInstantiated dep:bar:java.lang.String mockController dep ,ninja,0
 call optional=true required=true&optional=true MyJsonRestServlet GET HttpServletResponse required=true invoke assertEquals runTest testParamsRequired ,oozie,1
read skip assertEquals in2 inBuffer3 in1 inBuffer4 inBuffer1 in4 inBuffer2 in3 Assert testSkip assertTrue inputStream4 inputStream3 inputStream2 inputStream1 close ,httpcore,0
handler request getTime jwt foo publicKey setPublicKey JWTRedirectAuthenticationHandler when put REDIRECT_LOCATION alternateAuthentication should NOT have thrown a AuthenticationException SERVICE_URL getCookies getJWT verify getRequestURL init cookie alternateAuthentication should NOT have thrown a ServletException thenReturn getProperties hadoop-jwt encodeRedirectURL alternateAuthenticate sendRedirect props token fail privateKey serialize bob Mockito response testInvalidAudienceJWT mock ,hadoop,0
numInputs CoderUtil inputs findFirstValidInput testNoValidInput ,hadoop,0
"userCredsRunnable subject  Set the runnable to not to run in a loop run when atLeastOnce ugi setRunRenewalLoop  Create and destroy the KerberosTicket, so endTime will be null verify  Create UserGroupInformation Boolean  throw IOException in the middle of the autoRenewalForUserCreds UserGroupInformation add tgt testKerberosTicketIsDestroyedChecked reloginFromTicketCache d setLogLevel kp Foo isDestroyed GenericTestUtils destroy  there should be no exception when calling this users doThrow Mockito  run AutoRenewalForUserCredsRunnable with this  isDestroyed should be called at least once Level toString spy ",hadoop,0
adapter test alreadyCheckedResponse assertEquals  This put should be ignored by the framework. responseExpectations execute put STATUS Assert framework runTests response get newFrameworkAndSetAdapter addTest RESPONSE deepcopyOfTest ,httpcore,0
ffs checkFsConf lfs create assertEquals conf initialize URI getRawFileSystem filter:/ testInitFilterFsSetsEmbedConf ,hadoop,0
init CoordinatorJob as getTestUser testAuthorizationServiceForCoord assertNotNull get getId services job addRecordToCoordJobTable authorizeForJob ,oozie,1
parent init testAddStartedSiblingInStart Incorrect number of services start assertInState STATE assertEquals sibling stop size addService getServices ,hadoop,0
createMultiPartEmailWithContent  ///////////////////////////////////////////////////////////////////// mail simple body text  set only text: assertTrue setBodyHtml testCreateMultiPartEmailWithContent commonsmailHelper <br>simple body text<br> setBodyText multiPartEmail ,ninja,0
@ closeTrx coordClient getStore getTime LocalOozie Could not update db. getStatus -testCoordRerun-C getCoordClient rerunScope get beginTrx CoordinatorAction reRunCoord actionNum2 commitTrx actionNum1 coord-rerun-action2.xml RestConstants printStackTrace store1 e store - testCoordRerunActions2 actionId2 addRecordToJobTable Integer jobId actionId1 Services fail CoordinatorJob addRecordToActionTable assertNotSame 0000000- toString action1 action2 coord-rerun-action1.xml getCoordinatorAction ,oozie,1
getTime conf DateUtils appPath cal writeToFile nominal  for start_miss assertNotNull get workflow.xml setTime nominal_time add nominalTime set SLA_XML_1 Calendar services _testWorkflowJobCommands ehs OozieClient getTestUser formatDateOozieTZ toString testSLASchema1BackwardCompatibility slas getFsTestCaseDir ,oozie,1
 isOriginalTGTReturnsCorrectValues /@ isTGSPrincipal assertTrue krbtgt/foo@foo krbtgt/foo.bar.bat@foo.bar.bat assertFalse krbtgt/foo@FOO krbtgt/hello SecurityUtil blah ,hadoop,1
authenticate isAuthenticated testAuthenticate User was not created result authenticationProvider password findLdapUserByName assertNull User alread exists in DB assertTrue assertNotNull userDAO allowedUser authentication ,ambari,1
SomeNonExistentFile testTokenFile CAT_TOKEN set kdiagFailure KEYLEN HADOOP_TOKEN_FILES ARG_KEYLEN conf unset ,hadoop,0
testIOEOnClientWriteParam doErrorTest ,hadoop,0
conn setRequestMethod IS_SECURITY_ENABLED assertTrue get testStatus json content-type /v1/admin/* Collections runTest SYSTEM_MODE JsonTags RestConstants openConnection HttpServletResponse assertEquals parse getInputStream url JSONValue call getHeaderField GET getResponseCode createURL toString startsWith ,oozie,1
testData assertFalse parseACLs commit delete ZKUtil getBytes fencingNodePath /node2 /node1 assertTrue create getData CommonConfigurationKeys setData UTF-8 txn node1 zkAcl node2 curator CreateMode /fencing equals exists Arrays createTransaction testTransaction ,hadoop,0
bundleJobGetExecutor addRecordToBundleActionTable getId getStatus assertNotNull get 2009-02-01T00:00Z Job init testBundleRerunWithError false addRecordToBundleJobTable destroy assertEquals services execute addRecordToCoordJobTable call Services CoordinatorJob setSystemProperty StatusTransitService action1 job action2 jpaService ,oozie,1
"TestFeature reflectionEquals setStrategyId user1, user2, user3 is assertThat getFeatureState featureStateWithoutStrategy loadedFeatureState savedFeatureState setParameter setFeatureState  save same feature, but without activation strategy. should remove an existing one UsernameActivationStrategy stateRepository testRemovingOfActivationStrategy ",togglz,1
testSplitableCodec testSplitableCodecs ,hadoop,0
"00 01 02 03 04 05 06 07 08 09 hit Assert  maroon 1, 6, 7, 8, 10 hasNext OranGe 0 0a 1 0b 2 0c 3 0d 4 0e 5 Yellow 6 7 8 9 next assertFalse yellow  without filter assertTrue headers a b c d e assertEquals testInterspersed  yellow 0, 5, 9, 11, 13 orange  orange 2, 3, 4, 12, 14 maroon marOOn ",httpcore,0
play server request def assertCode getHeader assertBody recordedRequest post text/plain; charset=utf-8 await MediaType create client Content-Length text/plain Content-Type abc receiver takeRequest Request assertEquals parse setBody url / getUtf8Body enqueue getUrl 3 build ,okhttp,1
"value2 value1 val3 </prepare> </configuration> credProperties <workflow-app xmlns='uri:oozie:workflow:0.2.5' name='pig-wf'> conf launcherConf <name>mapred.compress.map.output</name> <param>OUTPUT=${outputDir}/pig-output</param> property2 <message>Pig failed, error message[${wf:errorMessage(wf:lastErrorNode())}]</message> property1 </workflow-app> <value>value2</value> <prepare> assertNotNull credentialsConf setCred context action actionConf ae abc=org.apache.oozie.action.hadoop.InsertTestToken setCredentialPropertyToActionConf <error to='fail' /> <value>${queueName}</value> getProperties <name>property2</name> parseXml  Setting the credential properties in launcher conf <end name='end' /> testCredentialsModule <pig> <script>org/apache/oozie/examples/pig/id.pig</script> <start to='pig1' /> </kill> <ok to='end' /> getType  Adding if action need to set more credential tokens <value>true</value> <param>INPUT=${inputDir}</param> setCredentialTokens </credentials> <job-tracker>${jobTracker}</job-tracker> <action name='pig1' cred='abcname'> getCredentials getActions  action job configuration test1 </pig> createBaseHadoopConf oozie.credentials.credentialclasses actionXml <delete path='outputdir' /> <value>value1</value> <name>${property3}</name> wfBean <credential name='abcname' type='abc'> </action> addRecordToWfJobTable <name>mapred.job.queue.name</name> get prop copy <credentials> <name-node>${nameNode}</name-node> set getConf XmlUtils ABC Token <property> <name>property1</name> <kill name='fail'> assertEquals setType <configuration> setConf actionXmlconf prop3 abcname Services XConfiguration actionxml </property> getToken tk </credential> <value>${value3}</value> ",oozie,1
"DagELFunctions ${wf:callback('XX')} def b=B ${wf:id()} conf ${wf:run()} getStatus createEvaluator WorkflowInstance  ${toPropertiesStr(wf:actionData('actionName'))} setId action setUser ${wf:lastErrorNode()} ec ${wf:conf('a')} group ext testFunctions ${wf:errorCode('actionName')} workflow expected em OozieClient setGroup contains eval ${wf:appPath()} WorkflowAction ${wf:actionExternalId('actionName')} name actionId ${wf:actionExternalStatus('actionName')} job evaluate actionName setName A ${a} B addNode getWorkflowInstance setActionInfo getId setRun appPath setAppPath setTrackerUri System wf ${wf:actionTrackerUri('actionName')} status=XX assertTrue configureEvaluator get tracker <workflow-app/> ${wf:group()} end setExternalId wfInstance setProtoActionConf ${wf:user()} setWorkflowInstance a ${toJsonStr(wf:actionData('actionName'))} setAppName b set ${wf:errorMessage('actionName')} prettyPrint XmlUtils setData id=actionId ${wf:actionData('actionName')['b']} escapeCharsForXML setExternalStatus assertEquals setStatus Services setErrorInfo ${wf:name()} toXmlString toString externalStatus {""b"":""B""} user wfId ${toConfigurationStr(wf:actionData('actionName'))} ",oozie,1
"testFindByte data Hello, world! UTF8ByteArrayUtils assertEquals Did not find first occurrence of character 'o' Character 'a' does not exist in string findByte getBytes ",hadoop,0
getJobTrackerUri launcherId getName getJobID <java> conf getExternalId getStatus createContext createBaseHadoopConf actionXml isSuccessful LauncherMapper assertTrue context end waitFor <job-tracker> getData getNameNodeUri </java> ae XmlUtils </main-class> parseXml </job-tracker> runningJob getAction assertEquals check getExternalStatus <name-node> <main-class> </name-node> assertNull WorkflowAction testRecovery runningJob2 SUCCEEDED submitAction toString getRecoveryId evaluate getActionDir isComplete ,oozie,1
"expectedA        <value>A</value>  AAA        <name>a</name>    <job-tracker>foo</job-tracker>  validateAndParse   </prepare>      </property>        <value>C</value>    <script>script.q</script>  replaceAll System   <configuration>    </configuration>  <hive xmlns=""uri:oozie:hive-action:0.2"">  app   a     <mkdir path=""/tmp"" />  getConf testParserGlobalExtensionActions   <prepare>        <name>b</name>  assertEquals wf-schema-valid-global-ext.xml       <value>B</value>  </hive>   <param>INPUT=/tmp/table</param>  IOUtils       <name>c</name>  parser   <param>OUTPUT=/tmp/hive</param>  getResourceAsReader     <property>  getNode     <delete path=""/tmp"" />    <name-node>bar</name-node>  ",oozie,1
Keep-Alive expect addHeader response converter Header 'Connection: Keep-Alive' is illegal for HTTP/2 messages Connection thrown testConvertFromMessageConnectionHeader convert expectMessage ,httpcore,0
getName tokenSigned TOKEN_VALIDITY_SEC sign when asList getInitParameterNames invalidtype Assert secretProvider management.operation.return signer init cookie thenReturn StringSignerSecretProviderCreator destroy failed ex getInitParameter newStringSignerSecretProvider setProperty true mock Arrays request Invalid AuthenticationToken type setExpires secret System secretProviderProps assertTrue getCookies AuthenticatedURL AuthenticationFilter getMessage assertEquals token token not invalid type filter p getMockedServletContextWithStringSigner Mockito u elements currentTimeMillis getToken toString config testGetTokenInvalidType ,hadoop,0
"<sla:should-start>5</sla:should-start> <sla:should-end>50</sla:should-end>  <coordinator-app name='NAME' frequency='${coord:days(1)}' start='2009-02-01T01:00Z' end='2009-02-03T23:59Z' timezone='UTC' xmlns:xsi='http://www.w3.org/2001/XMLSchema-instance' xmlns='uri:oozie:coordinator:0.2' xmlns:sla='uri:oozie:sla:0.1'>  XmlUtils e testCoordSLASchema validator </sla:info> parseXml </action> </coordinator-app> newValidator getSchema COORD_APP1 Services <sla:info> <sla:app-name>5</sla:app-name> <sla:nominal-time>2009-03-06T010:00Z</sla:nominal-time>  <controls> <timeout>10</timeout> <concurrency>2</concurrency> <execution>LIFO</execution> </controls> <datasets> <dataset name='a' frequency='${coord:days(7)}' initial-instance='2009-02-01T01:00Z' timezone='UTC'> <uri-template>file:///tmp/coord/workflows/${YEAR}/${DAY}</uri-template> </dataset> <dataset name='local_a' frequency='${coord:days(7)}' initial-instance='2009-02-01T01:00Z' timezone='UTC'> <uri-template>file:///tmp/coord/workflows/${YEAR}/${DAY}</uri-template> </dataset> </datasets> <input-events> <data-in name='A' dataset='a'> <instance>${coord:latest(0)}</instance> </data-in>  </input-events> <output-events> <data-out name='LOCAL_A' dataset='local_a'> <instance>${coord:current(-1)}</instance> </data-out> </output-events> <action> <workflow> <app-path>hdfs:///tmp/workflows/</app-path> <configuration> <property> <name>inputA</name> <value>${coord:dataIn('A')}</value> </property> <property> <name>inputB</name> <value>${coord:dataOut('LOCAL_A')}</value> </property></configuration> </workflow>   wss <sla:alert-contact>abc@example.com</sla:alert-contact> <sla:dev-contact>abc@example.com</sla:dev-contact> get  <sla:qa-contact>abc@example.com</sla:qa-contact> <sla:se-contact>abc@example.com</sla:se-contact> SchemaName validate  System.out.println(""XML :""+ XmlUtils.prettyPrint(e)); ",oozie,1
App.callback App.callback([123]) jsonp testCorrectFlow thenReturn finalizeHeaders UTF-8 invoke assertEquals when result objectMapper toByteArray context callback verify outputStream TemplateEngineJsonP properties jsonpEngine getParameter ,ninja,0
"gidNameMap  getUserName() getGid conf  <username> is numerical, remove them from the map for testing purpose. getGidNameMap tid getUid uidNameMap refIdMapping me getUserName id clearNameMaps getKey getUidNameMap entrySet  getGid() incrIdMapping tname assertEquals getValue getGroupName testUpdateMapIncr IdMappingConstant setLong size  getUid() name  getGroupName() ",hadoop,0
 kills addNode def enters WorkflowInstance getStatus asList wf exits end signal fails testDoneWithRunningNodes a b f start j assertEquals 1 size <worklfow-app/> Arrays job /b/ ,oozie,1
next badRequest thenReturn getFilterChain filterChain when getBadRequestResult ninjaDefault route Mockito That's a BadRequest that should be handled by onBadRequest contextImpl mock verify testOnRouteRequestWhenOnBadRequest onRouteRequest thenThrow ,ninja,0
"date https://www.example.com private getDynamicEntry foo=ASDJKHQKBZXOQWEOPIUAXQWEOIU; max-age=3600; version=1 content-encoding assertHeaderEquals dynamicTable setMaxSize asList assertArrayEquals getCurrentSize encodeHeaders set-cookie Assert createByteArray :status cache-control StandardCharsets Mon, 21 Oct 2013 20:13:22 GMT clear Mon, 21 Oct 2013 20:13:21 GMT assertEquals headers2 gzip headers3 encoder headers1 expected1 buf 200 expected3 expected2 302 toByteArray location 307 Arrays dynamicLength testResponseEncodingWithoutHuffmanRFC7541Examples ",httpcore,0
"JsonTags ;coordinators=Coord1,Coord2;actionstatus=KILLED /v1/jobs testMultipleCoordinators  giving range as 2 of the total 3 coordinators assertEquals jaction1 jaction2 Coord1@2 Coord2@1 call size array assertNotNull get bundleName _requestToServer bulkRequest bundle= runTest jbundle ",oozie,1
workerShouldStopEvenIfInterruptExceptionConsumedWithinSubappender addAppender stop assertTrue doAppend start verify delayingListAppender interrupted asyncAppenderBase Thread ,logback,0
RestConstants getTime 2009-12-15T01:00Z getId assertEquals coordJobGetExecutor getStatus addRecordToCoordActionTable execute testCoordRerunInPausedWithError call getPauseTime Services pauseTime assertNotNull get CoordinatorAction curr Job job jpaService coord-rerun-action1.xml addRecordToCoordJobTableWithPausedTime ,oozie,1
getName fileF fileD src/test/resources/resource-matcher/three bravo/fileE bravo/fileC three asList System assertTrue src/test/resources/resource-matcher/one find resourceMatching bravo/* matchedResources add resource containsAll alpha/** * assertEquals alpha/nested/fileA resourceMatcher size paths alpha/**/excluded Arrays .* src/test/resources/resource-matcher/two ,spring-boot,1
g2 desc c1 found newGauge run num metrics in registry Metric name c1 already exists assertTrue get c1 desc g1 found s1 g3 desc test s1 found c2 found testNewMetrics g1 assertEquals g2 g3 g3 found c1 c2 c2 desc s1 desc newStat g2 found expectMetricsException r ops size newCounter g1 desc time metrics test dup ,hadoop,0
play  server readAscii ABC  The request should work once and then fail assertEquals getKeepAlive setBody getInputStream Integer enqueue getUrl setReadTimeout input fail connection1 client open shutdown connection2 ,okhttp,1
checkCoordAction getId DateUtils parseDateOozieTZ addRecordToCoordJobTable call CoordinatorJob @1 testActionMater 2009-03-06T010:00Z 2009-03-11T10:00Z startTime endTime job ,oozie,1
Oopsie testExpressionCheckFail Asserts check ,httpcore,0
cluster /foo  write 2 files at the same time read in conf assertEquals getFileSystem fs out p /bar build DFS_DATANODE_SYNCONCLOSE_KEY create testFileCreationSyncOnClose write close shutdown open  verify setBoolean ,hadoop,1
5.png assertCorrectImage2binary  (01)90614141000015(3202)000150 testDecodeRow2binary5  ..X.X... .XXXX.X. XX..XXXX ....XX.. X....... ....X... ....X..X .XX. ,zxing,0
getLong setLong configuration assertEquals value testLong ,hadoop,0
subwfJobGetCmd addRecordToWfActionTable coordActionGetCmd getId WorkflowInstance getStatus addRecordToCoordActionTable SubWorkflow Action should have been purged coordJob wfJob Workflow Job should have been purged addRecordToWfJobTable getErrorCode assertNotNull Coordinator Action should have been purged get CoordinatorAction WorkflowJob wfAction subwfAction wfJobGetCmd Coordinator Job should have been purged Workflow Action should have been purged SubWorkflow Job should have been purged wfActionGetCmd assertEquals execute addRecordToCoordJobTable subwfActionGetCmd call Services CoordinatorJob 1 coordJobGetCmd fail coord-action-get.xml WorkflowAction coordAction testPurgeCoordWithWFChildWithSubWF3 SUCCEEDED subwfJob ErrorCode je jpaService ,oozie,1
getWorkflowInstance addRecordToWfActionTable getId testWfKillSuccessAfterNodeDefUpgrade WorkflowInstance getStatus sleep addRecordToWfJobTable assertNotNull LiteWorkflowStoreService get action WorkflowJob wfInstance wfJobGetCmd init wfActionGetCmd destroy assertEquals services execute call 1 Services WorkflowAction setSystemProperty job jpaService ,oozie,1
ff getBytesTransferred dst stuf  stu CodecTestUtils assertFalse channel convert stuff; Assert inbuf f; assertTrue testBasicDecodingSmallBuffer more stuff isCompleted read StandardCharsets more clear bytesRead assertEquals decoder ByteBuffer allocate metrics ,httpcore,0
reverseRouter www.greenback.com pathParam is assertThat with route build absolute https://www.greenback.com/user/test%40example.com/1000000 id test@example.com https email ,ninja,0
"cursor     getName   test assertFalse test=stuff test  = ""  stuff\"""" Assert param assertTrue getPos buffer    test  =   stuff ;1234  = stuff  test atEnd testNVParse length assertEquals    test  =   stuff    stuff"" getValue test  = ""stuff"" test  ,12 parseNameValuePair test; append stuff ",httpcore,0
addressFactory addressHost4 HOST_LIST addressMockHost4 addressMockHost5 assertFalse  test for exclusion with an unknown IP  test for inclusion with an known IP when addressHost1 assertTrue StringUtils getByName getTrimmedStringCollection 1.2.3.1 ml host5 differentName host4 host1 1.2.3.4 getCanonicalHostName thenReturn 1.2.3.5 includes  create MachineList with a list of of Hostnames Mockito mock testHostNames InetAddress ,hadoop,0
assertEquals parse p head result xyz Helloworld xyz %hello\_world t compile converterMap context setContext write testWithNopEscape ,logback,0
cluster Failed to throw IOE when seeking after close conf Failed to throw IOE when seeking past end  create file seek testDFSSeekExceptions output path getTestConfiguration file assertTrue create close threw getFileSystem Some test data to write longer than 10 bytes input writeBytes build numDataNodes /test/fileclosethenseek/file-0 fileSys  success shutdown open ,hadoop,1
 .0 getQueueClass CommonConfigurationKeys Server manager assertCanPut ns org.apache.hadoop.ipc.DecayRpcScheduler  Default FCQ has 4 levels and the max capacity is 8 getCanonicalName conf queueClassName org.apache.hadoop.ipc.FairCallQueue . scheduler getSchedulerClass testFcqBackwardCompatibility setStrings assertTrue equals  Ensure the DecayScheduler will be added to avoid breaking.  work without explicitly specifying DecayRpcScheduler queue ,hadoop,0
getBytesTransferred CodecTestUtils channel times Assert flush verify dump write ArgumentMatchers StandardCharsets length assertEquals encoder - any stuff--m Mockito outbuf much more stuff testCodingFragmentBufferingChannelSaturated2 metrics spy wrap stuff ,httpcore,0
setClassesToBeExcluded addRecordToBundleActionTable createBundleJob getId run DateUtils getStatus parseDateOozieTZ setPauseTime bundleJob get testBundleStatusTransitServicePausedWithError Job bundle waitFor init getConf false 2009-02-01T01:00Z bundleId destroy bundleInsertjpa assertEquals services execute Services runnable excludedServices setSystemProperty StatusTransitService action1 action2 jpaService action3 evaluate ,oozie,1
prepareAppendKey outKey fail key0 Key is shorter than expected. skip writer testFailureValueTooShort write close getBytes ,hadoop,0
actionDir testDoOperationsWithValidXML </prepare>  Delete the file if it is already there doOperations conf getFileSystem fs delete createJobConf LauncherMapper assertTrue newDir <prepare> <mkdir path=' '/> prepareXML exists  Test to check if prepare action is performed as expected when the prepare XML block is a valid one setupLauncherURIHandlerConf PrepareActionsDriver getFsTestCaseDir ,oozie,1
